"Sr no,",Nature,Machine Name,Parameter Name,Unit
977,PURE,13A First Effect,13A First Body Level,meter
978,PURE,13A Second Effect,13A Second Body Level,meter
979,PURE,13A Third Effect,13A Third Body Level,meter
980,PURE,13A Fourth Effect,13A Fourth Body Level,meter
981,PURE,13A Fifth Effect,13A Fifth Body Level,meter
982,PURE,13A Sixth Effect,13A Sixth Body Level,meter
983,PURE,13A Seventh Effect,13A Seventh Body Level,meter
984,PURE,13B First Effect,13B First Body Level,meter
985,PURE,13B Second Effect,13B Second Body Level,meter
986,PURE,13B Third Effect,13B Third Body Level,meter
987,PURE,13B Fourth Effect,13B Fourth Body Level,meter
988,PURE,13B Fifth Effect,13B Fifth Body Level,meter
989,PURE,13B Sixth Effect,13B Sixth Body Level,meter
990,PURE,DIGESTION,4A RC Temp,C
991,PURE,DIGESTION,4A RC Flow,m3/hr
992,CUMULATIVE,ABM_4,Feed Bin Weight 1,T
993,CUMULATIVE,ABM_4,Feed Bin Weight 2,T
994,CUMULATIVE,ABM_4,Product Bin Weight BS,T
995,CUMULATIVE,ABM_4,Product Bin Weight AS,T
996,PURE,ABM_4,Main BRG Temp DE,C
997,PURE,ABM_4,Main BRG Temp NDE,C
998,PURE,ABM_4,Bearing Inlet Oil Temp,C
999,PURE,ABM_4,Vent Filter DP,MMWC
1000,PURE,ABM_4,Mill Load,kWh
1001,PURE,ABM_4,Mill Current,Amp
1002,CUMULATIVE,ABM_5,Feed Bin Weight 5,T
1003,CUMULATIVE,ABM_5,Feed Bin Weight 6,T
1004,CUMULATIVE,ABM_5,Product Bin Weight BS,T
1005,CUMULATIVE,ABM_5,Product Bin Weight AS,T
1006,PURE,ABM_5,Main BRG Temp DE,C
1007,PURE,ABM_5,Main BRG Temp NDE,C
1008,PURE,ABM_5,Bearing Inlet Oil Temp,C
1009,PURE,ABM_5,Vent Filter DP,MMWC
1010,PURE,ABM_5,Mill Load,kWh
1011,PURE,ABM_5,Mill Current,Amp
1012,PURE,KILN_4,Kiln 4 Oil Flow,kg/min
1013,PURE,KILN_4,Kiln 4 Oil Pressure,kg/cm2
1014,PURE,KILN_4,Atomising Steam Pressure,kg/cm2
1015,PURE,KILN_4,Kiln 4 Oil Temp,C
1016,PURE,KILN_1,Kiln 1 RPM,Hz
1017,PURE,Specials_Water_Network,4A RC Temp,C
1018,PURE,Specials_Water_Network,4A RC Flow,m3/hr
1019,PURE,Specials_Water_Network,Mill Water To 9A Inj Tank,m3/hr
1020,PURE,ABM_2,Vent Filter DP,MMWC
1021,PURE,ABM_3,Vent Filter DP,MMWC
1022,PURE,CBM,GB Oil Temp,C
1023,PURE,CBM,GB Oil Pressure DE,kg/cm2
1024,PURE,CBM,GB Oil Pressure NDE,kg/cm2
1025,PURE,CBM,LO Reservoir Temp,C
1027,PURE,Specials_Compressors,HT-1 CW Inlet Temp,C
1028,PURE,Specials_Compressors,HT-2 CW Inlet Temp,C
1029,PURE,Specials_Compressors,78 CC CW Inlet Temp,C
1030,PURE,First_Wash_Section,FW Feed Flow,m3/hr
1031,PURE,First_Wash_Section,FW Feed Density,gm/cc
1032,PURE,First_Wash_Section,FW Moisture,percentage
1033,PURE,First_Wash_Section,T-20-3,T
1034,PURE,First_Wash_Section,T-20-4,T
1035,PURE,First_Wash_Section,PCH Feed Density,gm/cc
1036,PURE,First_Wash_Section,FW WW Flow,m3/hr
1037,PURE,Blender,Mill Load,kWh
1038,PURE,KILN_4,Specials Steam Flow,Kg/hr
1039,PURE,Specials_Compressed_Air_Network,PF Plant Air Flow,Nm3/hr
1040,PURE,Specials_Water_Network,HST TO PF1 Feed Slurry Temp,C
1041,PURE,Specials_Water_Network,HST TO PF2 Feed Slurry Temp,C
1042,PURE,Specials_Water_Network,HST TO First Wash Feed Slurry Temp,C
1043,PURE,OVERALL_PLANT,Overall Recovery,percentage
1044,PURE,KILN_1,Kiln 1 Main Drive,RPM
1045,PURE,KILN_1,Kiln 1 Rotary Cooler Drive,RPM
1046,PURE,KILN_2,Kiln 2 Main Drive,RPM
1047,PURE,KILN_2,Kiln 2 Rotary Cooler Drive,RPM
1048,PURE,KILN_3,Kiln 3 Main Drive,RPM
1049,PURE,KILN_4,Kiln 4 Main Drive,RPM
1050,PURE,KILN_4,Kiln 4 ALF3 Feed Rate,kg/hr
1051,PURE,KILN_4,T-9D-1,T
1052,PURE,KILN_4,T-9D-2,T
1053,PURE,KILN_1,SPECIAL_ALUMINA_PRODUCTION,Number
1054,PURE,KILN_2,SPECIAL_ALUMINA_PRODUCTION,Number
1055,PURE,KILN_3,SPECIAL_ALUMINA_PRODUCTION,Number
1056,PURE,KILN_4,SPECIAL_ALUMINA_PRODUCTION,Number
1057,PURE,MM_1&3,MICROFINED_ALUMINA_PRODUCTION,Number
1058,PURE,AFG,MICROFINED_ALUMINA_PRODUCTION,Number
1059,PURE,NAFG,MICROFINED_ALUMINA_PRODUCTION,Number
1060,PURE,ABM_4,MICROFINED_ALUMINA_PRODUCTION,Number
1061,PURE,ABM_5,MICROFINED_ALUMINA_PRODUCTION,Number
1062,PURE,ABM_1,MILLED_ALUMINA_PRODUCTION,Number
1063,PURE,ABM_2,MILLED_ALUMINA_PRODUCTION,Number
1064,PURE,ABM_3,MILLED_ALUMINA_PRODUCTION,Number
1065,PURE,ABM_4,MILLED_ALUMINA_PRODUCTION,Number
1066,PURE,ABM_5,MILLED_ALUMINA_PRODUCTION,Number
1067,PURE,CBM,MILLED_ALUMINA_PRODUCTION,Number
1068,PURE,HBM_3,MILLED_ALUMINA_PRODUCTION,Number
1069,PURE,HBM_4,MILLED_ALUMINA_PRODUCTION,Number
1070,PURE,Third_Party_Milling,MILLED_ALUMINA_PRODUCTION,Number
1071,PURE,SFD_1,SPECIAL_HYDRATE_PRODUCTION,Number
1072,PURE,SFD_2,SPECIAL_HYDRATE_PRODUCTION,Number
1073,PURE,ACM_120,MICROFINED_HYDRATE_PRODUCTION,Number
1074,PURE,NACM_120,MICROFINED_HYDRATE_PRODUCTION,Number
1075,PURE,HBM_1,MILLED_HYDRATE_PRODUCTION,Number
1076,PURE,HBM_2,MILLED_HYDRATE_PRODUCTION,Number
1077,PURE,HBM_3,MILLED_HYDRATE_PRODUCTION,Number
1078,PURE,HBM_4,MILLED_HYDRATE_PRODUCTION,Number
1079,PURE,Blender,BLENDED_HYDRATE_PRODUCTION,Number
1080,PURE,Coated_Hydrate,COATED_HYDRATE_PRODUCTION,Number
1081,PURE,Hydrate_Cutting,HYDRATE_CUTTING_PRODUCTION,Number
1082,PURE,PCH,PCH_PRODUCTION,Number
1083,PURE,KILN_1,SPECIAL_ALUMINA_OPERATING_PLAN,Number
1084,PURE,KILN_2,SPECIAL_ALUMINA_OPERATING_PLAN,Number
1085,PURE,KILN_3,SPECIAL_ALUMINA_OPERATING_PLAN,Number
1086,PURE,KILN_4,SPECIAL_ALUMINA_OPERATING_PLAN,Number
1087,PURE,MM_1&3,MICROFINED_ALUMINA_OPERATING_PLAN,Number
1088,PURE,AFG,MICROFINED_ALUMINA_OPERATING_PLAN,Number
1089,PURE,NAFG,MICROFINED_ALUMINA_OPERATING_PLAN,Number
1090,PURE,ABM_4,MICROFINED_ALUMINA_OPERATING_PLAN,Number
1091,PURE,ABM_5,MICROFINED_ALUMINA_OPERATING_PLAN,Number
1092,PURE,ABM_1,MILLED_ALUMINA_OPERATING_PLAN,Number
1093,PURE,ABM_2,MILLED_ALUMINA_OPERATING_PLAN,Number
1094,PURE,ABM_3,MILLED_ALUMINA_OPERATING_PLAN,Number
1095,PURE,ABM_4,MILLED_ALUMINA_OPERATING_PLAN,Number
1096,PURE,ABM_5,MILLED_ALUMINA_OPERATING_PLAN,Number
1097,PURE,CBM,MILLED_ALUMINA_OPERATING_PLAN,Number
1098,PURE,HBM_3,MILLED_ALUMINA_OPERATING_PLAN,Number
1099,PURE,HBM_4,MILLED_ALUMINA_OPERATING_PLAN,Number
1100,PURE,Third_Party_Milling,MILLED_ALUMINA_OPERATING_PLAN,Number
1101,PURE,SFD_1,SPECIAL_HYDRATE_OPERATING_PLAN,Number
1102,PURE,SFD_2,SPECIAL_HYDRATE_OPERATING_PLAN,Number
1103,PURE,ACM_120,MICROFINED_HYDRATE_OPERATING_PLAN,Number
1104,PURE,NACM_120,MICROFINED_HYDRATE_OPERATING_PLAN,Number
1105,PURE,HBM_1,MILLED_HYDRATE_OPERATING_PLAN,Number
1106,PURE,HBM_2,MILLED_HYDRATE_OPERATING_PLAN,Number
1107,PURE,HBM_3,MILLED_HYDRATE_OPERATING_PLAN,Number
1108,PURE,HBM_4,MILLED_HYDRATE_OPERATING_PLAN,Number
1109,PURE,Blender,BLENDED_HYDRATE_OPERATING_PLAN,Number
1110,PURE,Coated_Hydrate,COATED_HYDRATE_OPERATING_PLAN,Number
1111,PURE,Hydrate_Cutting,HYDRATE_CUTTING_OPERATING_PLAN,Number
1112,PURE,PCH,PCH_OPERATING_PLAN,Number
1113,PURE,Evaporatoration,13A Product Density,g/cc
1114,PURE,Evaporatoration,13B Product Density,g/cc
1115,PURE,Evaporatoration,13A Product Flow,m3/hr
1117,PURE,Evaporatoration,13A_B PRS,kg/cm2
1118,PURE,Evaporatoration,13A Conductivity,PPM
1119,PURE,Evaporatoration,13B Conductivity,PPM
1120,PURE,ABM_1,ABM-01 Motor Current,Amp
1121,PURE,ABM_2,ABM-02 Motor Current,Amp
1122,PURE,ABM_3,ABM-03 Motor Current,Amp
1123,PURE,Precipitation_Section,Flash Cooling Inlet Flow,m3/hr
1124,PURE,Precipitation_Section,Flash Cooling Outlet Flow,m3/hr
1125,PURE,Precipitation_Section,Flash Cooling Inlet Temperature,C
1126,PURE,Precipitation_Section,Flash Cooling Outlet Temperature,C
1127,PURE,Precipitation_Section,FC Flash Tank Level Control,meter
1128,PURE,Precipitation_Section,FC Flash Tank Level 1,meter
1129,PURE,Precipitation_Section,Flash Cooling Water Outlet Flow,m3/hr
1130,PURE,Precipitation_Section,FC Flash Tank Vacuum,kg/cm2
1131,PURE,Precipitation_Section,FC Water Tank Level,meter
1132,PURE,Precipitation_Section,FC Hotwell Conductivity,PPM
1133,PURE,Precipitation_Section,FC Main Conductivity,PPM
1134,PURE,Precipitation_Section,PPT-48 Temperature,C
1135,PURE,Precipitation_Section,HST O_F,gpl
1136,PURE,Precipitation_Section,Filtrate,gpl
1137,PURE,Specials_Compressors,Conveying Air Flow,Nm3/hr
1138,PURE,KILN_1,NG Skid i_l Pressure,Kg
1139,PURE,KILN_1,NG Burner i_l Pressure,Kg
1140,PURE,KILN_1,NG Temperature,C
1141,PURE,KILN_2,T-9D-3,Kg
1142,PURE,KILN_1,Steam Flow,Kg/hr
1143,PURE,KILN_1,Oil Flow,lpm
1144,PURE,KILN_1,Oil Burner i_l Pressure,Kg
1145,PURE,KILN_1,Heater o_l Temp,C
1146,PURE,KILN_1,Heater o_l Temp v_v,C
1147,PURE,KILN_2,T-9D-4,Kg
1148,PURE,KILN_2,Steam Flow,Kg/hr
1149,PURE,KILN_2,Oil Flow Kiln,lpm
1150,PURE,KILN_2,Oil Burner i_l Pressure,Kg
1151,PURE,KILN_2,Heater o_l Temp Kiln,C
1152,PURE,KILN_2,Heater o_l Temp v_v,C
1153,PURE,KILN_2,NG skid i_l Pressure,Kg
1154,PURE,KILN_2,NG Burner i_l Pressure,Kg
1155,PURE,KILN_2,NG Temperature,C
1156,PURE,KILN_3,ESP i_l Temp,C
1157,PURE,KILN_3,Hood Draft,MMWC
1158,PURE,KILN_3,ESP i_l Draft,MMWC
1159,PURE,KILN_3,NG skid i_l Pressure,Kg
1160,PURE,KILN_3,NG Burner i_l Pressure,Kg
1161,PURE,KILN_3,NG Temperature,C
1162,PURE,KILN_4,Hood Draft,MMWC
1163,PURE,KILN_4,NG Skid i_l Pressure,Kg
1164,PURE,KILN_4,NG Burner i_l Pressure,Kg
1165,PURE,KILN_4,NG Temperature,C
1166,PURE,KILN_4,Kiln DOT 75KL  Level,meter
1167,PURE,KILN_1,Silo_1,meter
1168,PURE,KILN_2,Silo_1,meter
1169,PURE,KILN_1,Silo_2,meter
1170,PURE,KILN_2,Silo_2,meter
1171,PURE,KILN_3,PCH_Prod_Tank_Level,meter
1172,PURE,KILN_3,Pre_Cal_NG_Flow,SCM/Hr
1173,PURE,PF-1,First_Wash_Section,T
1174,PURE,PF-2,First_Wash_Section,T
1175,PURE,FW,First_Wash_Section,T
1176,PURE,First_Wash_Section,PF-1,T
1177,PURE,First_Wash_Section,PF-2,T
1178,PURE,First_Wash_Section,FW,T
1179,PURE,NACM_120,RUN_TIME,Hours
1180,PURE,NACM_120,FEED_BIN_WEIGHT,T
1181,PURE,NACM_120,PRODUCT_BIN_WEIGHT,T
1182,PURE,NACM_120,AIR_FLOW,Nm3/hr
1183,PURE,NACM_120,MILL_ROTOR_SPEED,RPM
1184,PURE,NACM_120,MILL_LOAD,Amp
1185,PURE,NACM_120,CLASSIFIER_SPEED,RPM
1186,PURE,NACM_120,CLASSIFIER_CURRENT,Amp
1187,PURE,NACM_120,FEED_RAL_6_SPEED,RPM
1188,PURE,NACM_120,FEED_RAL_8_SPEED,RPM
1189,PURE,NACM_120,DUST_COLLECTOR_DP,MMWC
1190,PURE,NACM_120,EXHAUST_FAN_CURRENT,Amp
1191,PURE,NACM_120,EXHAUST_FAN_HZ,%
1192,PURE,NACM_120,MILL_VIBRATION,mm/s
1193,PURE,NACM_120,MILL_OUTLET_TEMP,C
1194,PURE,NACM_120,Total Power Consumption,kW
1195,PURE,BIO_MASS,BOILER_STEAM_DRUM_LEVEL_1,%
1196,PURE,BIO_MASS,BOILER_STEAM_DRUM_LEVEL_2,%
1197,PURE,BIO_MASS,DEAERATOR_TANK_LEVEL,%
1198,PURE,BIO_MASS,BOILER_FEED_WATER_FLOW,TPH
1199,PURE,BIO_MASS,BOILER_O_L_SUPERHEATED_STEAM_FLOW_1,TPH
1200,PURE,BIO_MASS,BOILER_O_L_SUPERHEATED_STEAM_FLOW_2,TPH
1201,PURE,BIO_MASS,DEAERATOR_STEAM_FLOW,TPH
1202,PURE,BIO_MASS,OXYGEN_ANALYSER,%
1203,PURE,BIO_MASS,ESP_I_L_FG_TEMPERATURE,C
1204,PURE,BIO_MASS,BOILER_STEAM_DRUM_PRESSURE,%
1205,PURE,BIO_MASS,BOILER_O_L_SUPERHEATED_STEAM_PRESSURE,%
1206,PURE,BIO_MASS,DEAERATOR_STEAM_PRESSURE,%
1207,PURE,BIO_MASS,BOILER_O_L_SUPERHEATED_STEAM_TEMPERATURE,C
1208,PURE,BIO_MASS,PRIMARY_SUPERHEATER_O_L_STEAM_TEMPERATURE,C
1209,PURE,BIO_MASS,ECONOMISER_INLET_HEADER_WATER_TEMPERATURE,C
1210,PURE,BIO_MASS,ECONOMISER_OUTLET_HEADER_WATER,C
1211,PURE,BIO_MASS,FURNACE_DRAFT,MMWC
1212,PURE,BIO_MASS,FURNACE_TEMPERATURE,C
1213,PURE,BIO_MASS,TURBINE_SPEED,RPM
1214,PURE,BIO_MASS,TURBINE_INLET_STEAM_PRESSURE_1,Kg/cm2
1215,PURE,BIO_MASS,TURBINE_INLET_STEAM_TEMPERATURE,C
1216,PURE,BIO_MASS,TURBINE_INLET_STEAM_FLOW,TPH
1217,PURE,BIO_MASS,TURBINE_EXTR._STEAM_PRESSURE_1,Kg/cm2
1218,PURE,BIO_MASS,EXTRACTION_STEAM_TEMPERATURE,C
1219,PURE,BIO_MASS,EXT_STM_TEMPERATURE_ATER_DSH,TPH
1220,PURE,BIO_MASS,TURBINE_EXTRACTION_STEAM_FLOW,TPH
1221,PURE,BIO_MASS,TURBINE_LOAD,KW
1222,PURE,BIO_MASS,TURBINE_EXHAUST_STEAM_PRESSURE_1,Kg/cm2
1223,PURE,BIO_MASS,EXHAUST_STEAM_TEMPERATURE,TPH
1224,PURE,BIO_MASS,TURBINE_EXHAUST_STEAM_FLOW,TPH
1225,PURE,BIO_MASS,LUBE_OIL_HEADER_PRESSURE,Kg/cm2
1226,PURE,BIO_MASS,CONTROLOIL_PRESSURE,Kg/cm2
1227,PURE,BIO_MASS,LUBE_OIL_TEMPERATURE_AFTER_OI_COOLER,C
1228,PURE,BIO_MASS,COOLING_WATER_PRESSURE,Kg/cm2
1229,PURE,BIO_MASS,HP_HEADER_STEAM_PRESSURE,Kg/cm2
1230,PURE,BIO_MASS,HP_HEADER_STEAM_TEMPERATURE,TPH
1231,PURE,BIO_MASS,MP_HEADER_STEAM_PRESSURE,Kg/cm2
1232,PURE,BIO_MASS,MP_HEADER_STEAM_TEMPERATURE,C
1233,PURE,BIO_MASS,LP_HEADER_STEAM_PRESSURE,Kg/cm2
1234,PURE,BIO_MASS,LP_HEADER_STEAM_TEMPERATURE_,C
1235,PURE,BIO_MASS,EXHAUST_STEAM_TEMPERATURE_AFTER_DSH,TPH
1236,PURE,BIO_MASS,WHEEL_CASE_PRESSURE,Kg/cm2
1237,PURE,BIO_MASS,EXAUST_VENT,TPH
1238,PURE,BIO_MASS,SPM,mg/Nm3
1239,PURE,BIO_MASS,NOX,ppm
1240,PURE,BIO_MASS,SOX,ppm
1241,PURE,BIO_MASS,TG_KWH_TOTALIZER,MWH
1242,PURE,BIO_MASS,EXPORT_KWH_TOTALIZER,KW
1243,PURE,BIO_MASS,AUX_KWH_TOTALIZER,KW
1244,PURE,Specials_Water_Network,WET_BULB_TEMP,Celsius
1245,PURE,OVERALL_PLANT,KILN_PROD_SX_GRADE_PROD,unit
1246,PURE,IMPORTED,EGA_FROM_KYARKOP,unit
1247,PURE,IND,DHARNI_GROUP,unit
1248,PURE,IND,GAMMA_IRON_INDIA_LTD,unit
1249,PURE,High_Rating_Pumps,P_7A_17A_BATCH_FILLING_PUMP,kW
1250,PURE,High_Rating_Pumps,P_7A_17B_BATCH_FILLING_PUMP,kW
1251,PURE,OVERALL_PLANT,Total Steam,T/T
1252,PURE,Specials_cooling_water_Network,WET_BULB_TEMP,C
1254,PURE,Precipitation_Section,Regular Filling Temperature,C
1255,PURE,Precipitation_Section,PHE Water flow,m3/hr
1256,PURE,Precipitation_Section,Primary to 52 Tonnage,TPD
1257,PURE,Evaporatoration,13B Spent Liq Flow,m3/hr
1258,PURE,Evaporatoration,13A Vacuum,Kg/cm2
1259,PURE,Evaporatoration,13B Vacuum,Kg/cm2
1260,PURE,Precipitation_Section,Caustic Dosing,m3/hr
1261,PURE,Evaporatoration,13A 1st body pressure,Kg/cm2
1262,PURE,Evaporatoration,13A 2nd body Pressure,Kg/cm2
1263,PURE,Evaporatoration,13A 3rd body Pressure,Kg/cm2
1264,PURE,Evaporatoration,13A 4th body Pressure,Kg/cm2
1265,PURE,Evaporatoration,13A 5th body Pressure,Kg/cm2
1266,PURE,Evaporatoration,13A 6th body Pressure,Kg/cm2
1267,PURE,Evaporatoration,13A 7th body pressure,Kg/cm2
1268,PURE,Evaporatoration,13B 1st body pressure,Kg/cm2
1269,PURE,Evaporatoration,13B 2nd body Pressure,Kg/cm2
1270,PURE,Evaporatoration,13B 3rd body Pressure,Kg/cm2
1271,PURE,Evaporatoration,13B 4th body Pressure,Kg/cm2
1272,PURE,Evaporatoration,13B 5th body Pressure,Kg/cm2
1273,PURE,Evaporatoration,13B 6th body Pressure,Kg/cm2
1274,PURE,Evaporatoration,13A RC Conductivity,ppm
1275,PURE,Evaporatoration,13B RC Conductivity,ppm
1276,PURE,Evaporatoration,13A CC Conductivity,ppm
1277,PURE,DIGESTION,18A-TT-3 Level,meter
1278,PURE,DIGESTION,Thick Liq flow to TT-3,m3/hr
1279,PURE,OVERALL_PLANT,Make-up water,m3/hr
1280,PURE,Filteration,Filtrate temperature,C
1281,PURE,Precipitation_Section,Fine Seed Charge,unit
1282,PURE,Precipitation_Section,Primary to #52 flow,unit
1283,PURE,Precipitation_Section,Compressor Pressure,kg/cm2
1284,PURE,Precipitation_Section,Compressor Flow,m3/hr
1285,PURE,Precipitation_Section,Spent Liq common Inlet Pressure,kg/cm2
1286,PURE,Precipitation_Section,Spent Liq common outlet Pressure,kg/cm2
1287,PURE,Precipitation_Section,Primary to PPT-52 Hydrate Flow,m3/hr
1288,PURE,Precipitation_Section,TFT Tank level,meter
1289,PURE,Precipitation_Section,Primary Injection tank Level,meter
1290,PURE,Precipitation_Section,PPT-55 Tank level,meter
1293,PURE,Precipitation_Section,7A Stream Pressure,m3/hr
1294,PURE,DIGESTION,Flow 0 LB,m3/hr
1295,PURE,DIGESTION,Sand Classifier,m3/hr
1296,PURE,DIGESTION,to DMS,m3/hr
1297,PURE,DIGESTION,Mix Liq Flow,m3/hr
1298,PURE,DIGESTION,Dig - 1,kg/cm2
1299,PURE,DIGESTION,Dig - 2,kg/cm2
1300,PURE,DIGESTION,Dig - 3,kg/cm2
1301,PURE,DIGESTION,Dig - 4,kg/cm2
1302,PURE,DIGESTION,Dig - 5,kg/cm2
1303,PURE,DIGESTION,Dig - 6,kg/cm2
1304,PURE,DIGESTION,Blow Off,kg/cm2
1305,PURE,DIGESTION,20 LB FT I/L,kg/cm2
1306,PURE,DIGESTION,10 LB FT I/L,kg/cm2
1307,PURE,DIGESTION,0 LB FT I/L,kg/cm2
1308,PURE,DIGESTION,Booster Pump I/L,kg/cm2
1309,PURE,DIGESTION,Booster Pump O/L,kg/cm2
1310,PURE,DIGESTION,LSH I/L ,kg/cm2
1311,PURE,DIGESTION,RED GLW,kg/cm2
1313,PURE,DIGESTION,20 LB FT O/L ,C
1314,PURE,DIGESTION,10 LB FB O/L,C
1315,PURE,DIGESTION,FT - 4 O/L,C
1316,PURE,DIGESTION,0 LB Htr I/L,C
1317,PURE,DIGESTION,20 LB Htr O/L,C
1318,PURE,DIGESTION,0 LB FT Vap,C
1319,PURE,DIGESTION,10 LB Ft Vap,C
1320,PURE,DIGESTION,20 LB Ft Vap,C
1321,PURE,DIGESTION,Dilution,C
1322,PURE,DIGESTION,PDS-1 I/L temperature,C
1323,PURE,DIGESTION,PDS-2 I/L temperature,C
1324,PURE,DIGESTION,PDS-4 O/L temperature,C
1325,PURE,DIGESTION,PDS-5 O/L temperature,C
1326,PURE,DIGESTION,PDS-6 O/L temperature,C
1327,PURE,DIGESTION,Digester-3 temperature,C
1328,PURE,DIGESTION,Digester-4 temperature,C
1329,PURE,DIGESTION,Digester-5 temperature,C
1330,PURE,DIGESTION,Digester-6 temperature,C
1331,PURE,DIGESTION,Digester-1 pressure,kg/cm2
1332,PURE,DIGESTION,Digester-2 pressure,kg/cm2
1333,PURE,DIGESTION,Digester-3 pressure,kg/cm2
1334,PURE,DIGESTION,Digester-4 pressure,kg/cm2
1335,PURE,DIGESTION,Digester-5 pressure,kg/cm2
1336,PURE,DIGESTION,Digester-6 pressure,kg/cm2
1337,PURE,DIGESTION,Flash tank-4 pressure,kg/cm2
1338,PURE,DIGESTION,Flash tank-1 level,meter
1339,PURE,DIGESTION,Flash tank-2 level,meter
1340,PURE,DIGESTION,Flash tank-3 level,meter
1341,PURE,DIGESTION,Flash tank-4 level,meter
1342,PURE,DIGESTION,Blow off tank level-1,meter
1343,PURE,DIGESTION,Blow off tank level-2,meter
1344,PURE,DIGESTION,Thickener feed temperature,C
1345,PURE,DIGESTION,Dilution flow to blow off tank,m3/hr
1346,PURE,DIGESTION,4A CC conductivity,ppm
1347,PURE,DIGESTION,FT-4 heater O/L temperature,C
1348,PURE,DIGESTION,FT-3 heater O/L temperature,C
1349,PURE,DIGESTION,FT-2 heater O/L temperature,C
1350,PURE,DIGESTION,Boiler main steam header pressure,kg/cm2
1351,PURE,DIGESTION,FT-4 I/L pressure,kg/cm2
1352,PURE,DIGESTION,Booster pump O/L pressure,kg/cm2
1353,PURE,DIGESTION,LSH O/L pressure,kg/cm2
1354,PURE,Precipitation_Section,First Agglo Temp,celcius
1355,PURE,Precipitation_Section,Filling Conc,gpl
1357,PURE,Precipitation_Section,Residence time Agglo,Hrs
1360,PURE,Precipitation_Section,Fine Seed 3_5 m,%
1361,PURE,Precipitation_Section,Fine Seed 45m,%
1363,PURE,Precipitation_Section,Last Growth Temp,celcius
1364,PURE,Precipitation_Section,Total Seed ,gpl
1365,PURE,Precipitation_Section,Total Seed Tonnage,T
1366,PURE,Precipitation_Section,Total Residence Time,Hrs
1367,PURE,SFD_1,NG Pressure,mBar
1368,PURE,SFD_2,NG Pressure,mBar
1369,PURE,NACM 120,CLASSIFIER_SPEED,RPM
1372,PURE,OVERALL_PLANT,Red Mud Sale,t 
1373,PURE,STANDARD_HYDRATE,Lot No,number
1374,PURE,STANDARD_HYDRATE,MOISTURE,%
1375,PURE,STANDARD_HYDRATE,ENTSODA_HYD,%
1376,PURE,STANDARD_HYDRATE,LOM_HYD,%
1377,PURE,STANDARD_HYDRATE,+100D,%
1378,PURE,STANDARD_HYDRATE,+200D,%
1379,PURE,STANDARD_HYDRATE,+325D,%
1380,PURE,STANDARD_HYDRATE,Na2OT,%
1381,PURE,STANDARD_HYDRATE,SiO2,%
1382,PURE,ACM_120,Grade,number
1383,PURE,ACM_120,Lot No,number
1384,PURE,ACM_120,Moist,%
1385,PURE,ACM_120,SD50,micron
1386,PURE,ACM_120,+325W,%
1387,PURE,ACM_120,+63MW,%
1388,PURE,ACM_120,SiO2,%
1389,PURE,ACM_120,Na2OT,%
1390,PURE,ACM_120,AlOH3,%
1391,PURE,NACM_120,Grade,number
1392,PURE,NACM_120,Lot No,number
1393,PURE,NACM_120,Moist,%
1394,PURE,NACM_120,SD50,micron
1395,PURE,NACM_120,+325W,%
1396,PURE,NACM_120,+63MW,%
1397,PURE,NACM_120,SiO2,%
1398,PURE,NACM_120,Na2OT,%
1399,PURE,NACM_120,AlOH3,%
1400,PURE,STANDARD_HYDRATE,Date,unit
1401,PURE,ACM_120,Date,unit
1402,PURE,NACM_120,Date,unit
1404,PURE,Precipitation_Section,HAT Soda,%
1405,PURE,Precipitation_Section,Fine Seed Soda,%
1406,PURE,Evaporatoration,13A Steam Economy,T/T
1407,PURE,Evaporatoration,13B Steam Economy,T/T
1408,PURE,Evaporatoration,Oxalate level,gpl
1409,PURE,Evaporatoration,Green Liq Soda,gpl
1410,PURE,Evaporatoration,Caustic produced,TPD
1411,PURE,Evaporatoration,Spent Liquor Causticity level,%
1412,PURE,Evaporatoration,13A Thick Liq Concentration,gpl
1413,PURE,Evaporatoration,13B Thick Liq Concentration,gpl
1414,PURE,Evaporatoration,Spent Liq Conc,gpl
1415,PURE,Evaporatoration,13A Concentration pick-up,gpl
1416,PURE,Evaporatoration,13B Concentration pick-up,gpl
1417,PURE,Evaporatoration,Mixed Liq Conc,gpl
1418,PURE,Evaporatoration,Causticity,%
1419,PURE,KILN_2,Feed_Rate,TPH
1420,PURE,Evaporatoration,13A_CC_FLOW,m3/hr
1421,PURE,Evaporatoration,13A_1ST_BODY_PRESSURE,Kg/cm2
1422,PURE,Evaporatoration,13A_2ND_BODY_PRESSURE,Kg/cm2
1423,PURE,Evaporatoration,13A_CC_CONDUCTIVITY,PPM
1424,PURE,Evaporatoration,13B_CC_FLOW,m3/hr
1425,PURE,Evaporatoration,13B_1ST_BODY_ PRESSURE,Kg/cm2
1426,PURE,Evaporatoration,13B_2ND BODY PRESSURE,Kg/cm2
1427,PURE,Evaporatoration,13B_CC_CONDUCTIVITY,PPM
1428,PURE,Evaporatoration,MAX_HT_FLOW,m3/hr
1429,PURE,Auxiliary_Section,TANK_1_LEVEL,m3/hr
1430,PURE,Auxiliary_Section,HBF_O_L_FLOW_TO_POND,m3/hr
1431,PURE,Auxiliary_Section,TANK_1_TO_TANK_5_FLOW,m3/hr
1432,PURE,Auxiliary_Section,OXALATE_SEED_T_5_11_TO_T_4,m3/hr
1433,PURE,Auxiliary_Section,HBD_FEED_FLOW,m3/hr
